,GDP,CPI,FEDFUNDS,UNRATE
2010-02-23,0.004251828384064785,210.56157769684967,1.990307855087254,4.832654112969414
2010-02-24,0.004168719392121608,210.56960991547604,1.9896344285591623,4.8021575533037355
2010-02-25,0.004085610400178431,210.53843504084492,2.0087107882635826,4.8154619081854335
2010-02-26,0.004002501408235253,210.56739882259274,2.020924349556716,4.815530225865604
2010-02-27,0.003919392416292076,210.59839865679135,2.0129428925088515,4.866584406948607
2010-02-28,0.003836283424348899,210.68635803555335,2.012092994499484,4.858831719545079
2010-03-01,0.003753174432405722,210.74811359784908,2.01330337389612,4.8653008894472665
2010-03-02,0.003670065440462545,210.78595715080655,2.0285664058959845,4.921885272691436
2010-03-03,0.003586956448519368,210.87912229536755,2.0329415830296553,4.9257671052815
2010-03-04,0.00350384745657619,210.8396841426514,2.03470450924062,4.92441449449598
2010-03-05,0.003420738464633013,210.8276965660139,2.032705713369637,4.904676056600967
2010-03-06,0.003337629472689836,210.80136776894363,2.0322001430110905,4.935241383945146
2010-03-07,0.003254520480746659,210.80187727878584,2.0452460638678738,4.912059352221615
2010-03-08,0.003171411488803482,210.75304297140804,2.0452831173758486,4.920601770558577
2010-03-09,0.003088302496860304,210.80480051874875,2.041333144662867,4.9111306641324095
2010-03-10,0.003005193504917127,210.8136893838938,2.03568807300673,4.9073439388808495
2010-03-11,0.00292208451297395,210.76014906916868,2.030150421468368,4.878865293508648
2010-03-12,0.002838975521030773,210.7293701151083,2.0161294615079406,4.905727837943326
2010-03-13,0.002755866529087596,210.76504580748082,2.0086257084246757,4.900171891824961
2010-03-14,0.002672757537144419,210.82695213587553,2.023609911181179,4.8758700986471
2010-03-15,0.002589648545201241,210.94678868046012,2.021543918575504,4.900923910587902
2010-03-16,0.002506539553258064,211.1124818037605,2.0285880352610652,4.890841174327155
2010-03-17,0.002423430561314887,211.1532022754243,2.003800470082057,4.89753332016177
2010-03-18,0.0023403215693717097,211.1237253694227,2.0094835831717157,4.914361647804458
2010-03-19,0.0022572125774285327,211.03712305538613,2.0078700561280245,4.923842334415943
2010-03-20,0.0021741035854853557,211.07050862850332,2.0030556558991193,4.879909623405963
2010-03-21,0.0020909945935421777,211.04986157373781,2.0048652554733306,4.893816757425519
2010-03-22,0.0020078856015990007,211.0490937107288,1.9999070029352104,4.891804482172216
2010-03-23,0.0019247766096558237,211.03848887077584,1.978668253736327,4.885223908236149
2010-03-24,0.0018416676177126466,211.051449326455,1.9878907331480462,4.883042409256645
2010-03-25,0.0017585586257694696,211.1247483379944,1.9903209087615281,4.850841753377823
2010-03-26,0.0016754496338262925,211.15260076636665,1.9871814842140496,4.8546851716710595
2010-03-27,0.0015923406418831146,211.16466902451472,1.9775196304933254,4.827397344196873
2010-03-28,0.0015092316499399376,211.13288633687344,1.9628210553322538,4.821680550005741
2010-03-29,0.0014261226579967605,211.0691521896382,1.9650599824029344,4.824805838636505
2010-03-30,0.0013430136660535835,211.06483679418454,1.981194392005188,4.846286580396257
2010-03-31,0.0012599046741104064,211.08214766664364,1.9832260567725983,4.829894317199063
2010-04-01,0.0011767956821672294,211.19054416232262,1.9693984407116703,4.858926064635983
2010-04-02,0.0013324113971636459,211.21705788839628,1.9716496079820542,4.877863129706285
2010-04-03,0.0014880271121600623,211.28619486394743,1.971116178359587,4.869274934856475
2010-04-04,0.001643642827156479,211.28123008402048,1.9797566146203291,4.847099949528423
2010-04-05,0.0017992585421528955,211.2419828956996,1.9858239463944465,4.818223625883815
2010-04-06,0.001954874257149312,211.213727057588,1.9559657210533472,4.823658702914477
2010-04-07,0.0021104899721457286,211.19746575436122,1.9614181430976318,4.808913019923661
2010-04-08,0.0022661056871421453,211.32388924098296,1.951383349002591,4.832900156029295
2010-04-09,0.0024217214021385615,211.30281990702176,1.937166061588104,4.81930967943273
2010-04-10,0.002577337117134978,211.36474436720857,1.9352813274843683,4.80129625983169
2010-04-11,0.0027329528321313945,211.33959800830422,1.9393910385746684,4.805968786856576
2010-04-12,0.002888568547127811,211.4061766589479,1.9229836924718002,4.792247849713388
2010-04-13,0.003044184262124228,211.4454242072532,1.9300294566423757,4.7924188495807645
2010-04-14,0.003199799977120644,211.4575923123703,1.9376628451176918,4.812138636181935
2010-04-15,0.0033554156921170608,211.47555418606353,1.9381326070806868,4.814483222815309
2010-04-16,0.003511031407113477,211.46281480129207,1.9294563707784163,4.816902512029364
2010-04-17,0.0036666471221098937,211.50511841136617,1.9196625907365232,4.821005446207532
2010-04-18,0.0038222628371063104,211.50236923734914,1.9299219120523257,4.787143466401824
2010-04-19,0.003977878552102727,211.46108894916077,1.9148096851873666,4.794980221400434
2010-04-20,0.004133494267099143,211.4171920704448,1.9254543897955583,4.798178852934952
2010-04-21,0.0042891099820955595,211.4458214663309,1.923802398204254,4.81603679947462
2010-04-22,0.004444725697091976,211.54477602915142,1.9228440532078255,4.828153015497363
2010-04-23,0.004600341412088393,211.5727756098301,1.9057631761536922,4.8241140428652525
2010-04-24,0.00475595712708481,211.5868436935246,1.9042960098524062,4.844761900695466
2010-04-25,0.004911572842081225,211.62113500050472,1.91043186501252,4.8389092867432115
2010-04-26,0.005067188557077643,211.70643508759008,1.8970677641340001,4.843852428824766
2010-04-27,0.005222804272074059,211.73740421265825,1.9020541228065186,4.837629440215179
2010-04-28,0.0053784199870704754,211.73685785111658,1.902944245343309,4.846864596313643
2010-04-29,0.005534035702066892,211.81217228661956,1.8965066892049858,4.839334800660888
2010-04-30,0.005689651417063309,211.85361010854265,1.905053420069899,4.872285832839719
2010-05-01,0.005845267132059725,211.95039790814243,1.8830308523801134,4.912633087584232
2010-05-02,0.006000882847056141,211.97955963000354,1.8864976598675505,4.930111852667952
2010-05-03,0.006156498562052558,211.93833617841753,1.9026920114482833,4.960937785656233
2010-05-04,0.006312114277048975,211.88992821845522,1.91709144283929,4.930153496039051
2010-05-05,0.006467729992045391,211.99247461506678,1.9209895100446752,4.901725941173551
2010-05-06,0.006623345707041807,212.09865790110595,1.9179727022833668,4.895294729840927
2010-05-07,0.006778961422038224,212.10968194044185,1.9116146767178903,4.896119349146105
2010-05-08,0.0069345771370346405,212.11052257438504,1.908585418778834,4.892155200784112
2010-05-09,0.007090192852031057,212.20359478899715,1.914023491258013,4.859312495791452
2010-05-10,0.007245808567027474,212.16824250489498,1.905951053203419,4.882344329917926
2010-05-11,0.00740142428202389,212.1435061539472,1.9135252913839227,4.925428294585064
2010-05-12,0.007557039997020306,212.19567249368163,1.9348568965639559,4.951048048168516
2010-05-13,0.007712655712016723,212.19594223753865,1.934238064212682,4.972758513544246
2010-05-14,0.00786827142701314,212.21568614420264,1.920794116179849,4.9772809056471585
2010-05-15,0.008023887142009557,212.22751399927643,1.907346668716685,4.960420958232615
2010-05-16,0.008179502857005973,212.26439272671638,1.9151123242338006,4.961871519285335
2010-05-17,0.008335118572002389,212.35476681978204,1.914514862444196,5.003983280022165
2010-05-18,0.008490734286998806,212.37929606512714,1.9232831714048366,4.996943517772023
2010-05-19,0.008646350001995222,212.43149300479098,1.917946828913243,4.987844372815545
2010-05-20,0.008801965716991638,212.34898439973944,1.9262530643886415,5.009990445997623
2010-05-21,0.008957581431988056,212.36654847964292,1.9246700726541441,5.033464167012535
2010-05-22,0.009113197146984473,212.3443869661283,1.9173450321009047,5.016506130897039
2010-05-23,0.009268812861980887,212.3034463131071,1.913335047312881,5.011276438632291
2010-05-24,0.009424428576977305,212.27953869476067,1.9013645037586484,5.001238328714262
2010-05-25,0.009580044291973722,212.2828325227256,1.9212580993444646,5.002632116295484
2010-05-26,0.009735660006970136,212.34862764984342,1.9202942812088797,5.024705849714514
2010-05-27,0.009891275721966554,212.30230801395643,1.9267394220957017,5.0086252992919515
2010-05-28,0.010046891436962972,212.32383958858617,1.9213707307669936,5.03041859553669
2010-05-29,0.010202507151959389,212.31963111691948,1.9108514525471956,5.032451620515117
2010-05-30,0.010358122866955803,212.32324746220138,1.908512647438016,5.078975463241402
2010-05-31,0.01051373858195222,212.3933853534666,1.9195245727718082,5.0853520809288195
2010-06-01,0.010669354296948638,212.4402911253168,1.9143172548578253,5.083413709536234
2010-06-02,0.010824970011945052,212.52716103068894,1.9056119351305312,5.094908004078555
2010-06-03,0.01098058572694147,212.53943574672647,1.9071665775742226,5.08816507932081
2010-06-04,0.011136201441937887,212.52463861614294,1.9121568035814,5.052259616853774
2010-06-05,0.011291817156934301,212.5334456752989,1.928585285269932,5.047449193368352
2010-06-06,0.011447432871930719,212.56557051486246,1.9321227900536568,5.042323321186967
2010-06-07,0.011603048586927137,212.59439918278514,1.9385627168389692,5.0104769719759705
2010-06-08,0.011758664301923554,212.56017977917347,1.9457554692081724,5.009016268180081
2010-06-09,0.011914280016919968,212.58470426825488,1.934225315388846,4.967674063687893
2010-06-10,0.012069895731916386,212.6161156847618,1.9245919946841505,4.9607203269847835
2010-06-11,0.012225511446912803,212.7619893866385,1.9137530317880942,4.965592246825677
2010-06-12,0.012381127161909217,212.8758316172026,1.9004315742311777,4.967532170368441
2010-06-13,0.012536742876905635,212.85316944967465,1.9083861729798817,4.959310780910705
2010-06-14,0.012692358591902052,212.85880028159718,1.9112866738965193,4.957600172871744
2010-06-15,0.012847974306898467,212.80562818150534,1.9120816345274338,4.941918884122187
2010-06-16,0.013003590021894884,212.79609283080717,1.8861544693734111,4.942135214510638
2010-06-17,0.013159205736891302,212.8318730809867,1.9067092379595971,4.9432969426424735
2010-06-18,0.01331482145188772,212.9121657620311,1.8977665179180616,4.925291943084443
2010-06-19,0.013470437166884133,212.89571157014393,1.9182846454774514,4.930645927094625
2010-06-20,0.01362605288188055,212.88300424814054,1.903792230670938,4.9358749801962345
2010-06-21,0.013781668596876968,212.7956397966536,1.8956682190853726,4.932550781924613
2010-06-22,0.013937284311873382,212.80750650062635,1.8736397252602763,4.980971722650349
2010-06-23,0.0140929000268698,212.77438578003338,1.8772609750197033,4.9781576749166625
2010-06-24,0.014248515741866218,212.76791380866507,1.866248406811591,4.972572990009202
2010-06-25,0.014404131456862635,212.7440707697567,1.8555184052706075,4.964125127825048
2010-06-26,0.01455974717185905,212.75935764204405,1.8417932630988636,4.94470634336352
2010-06-27,0.014715362886855467,212.69147122247622,1.8495668137262422,4.958424290560388
2010-06-28,0.014870978601851884,212.63811896020667,1.8566814502419176,4.944699351199999
2010-06-29,0.015026594316848298,212.7645813158081,1.8748017891527056,4.933340388260044
2010-06-30,0.015182210031844716,212.7202101867444,1.8679447229419757,4.922575557069272
2010-07-01,0.015363174216252433,212.68537090782166,1.8701329166524439,4.902876686752301
2010-07-02,0.01554413840066015,212.79721658423773,1.8572395646784243,4.867855020101407
2010-07-03,0.015725102585067867,212.96246994269976,1.853889174451071,4.858596222758223
2010-07-04,0.015906066769475584,212.92389161125848,1.8487007213182594,4.876062929012469
2010-07-05,0.016087030953883304,212.92547916341908,1.8533452208932135,4.880002525121774
2010-07-06,0.01626799513829102,212.9625569409661,1.8635154389573954,4.911214030525537
2010-07-07,0.01644895932269874,213.0689918231864,1.8734261058657105,4.926233156625321
2010-07-08,0.016629923507106455,213.03964896926496,1.8649979831435344,4.936712452830801
2010-07-09,0.016810887691514172,213.04738507696786,1.8749826621897643,4.974365433283856
2010-07-10,0.01699185187592189,213.10625195577094,1.8745418108186864,4.972422521383791
2010-07-11,0.017172816060329606,213.1479902594943,1.8712958418597163,4.97368403485389
2010-07-12,0.017353780244737323,213.1491824559328,1.8642107269915271,4.973454746420687
2010-07-13,0.01753474442914504,213.16249130770697,1.8586113690479116,5.0043304810443585
2010-07-14,0.01771570861355276,213.1137465172885,1.8760345075098739,5.00438078737354
2010-07-15,0.017896672797960478,213.12183783008976,1.8791086151748142,4.991415239891999
2010-07-16,0.018077636982368195,213.1285184555893,1.880854733649826,5.003168750651255
2010-07-17,0.018258601166775912,213.1601269500706,1.8782322650644567,4.986843554430115
2010-07-18,0.01843956535118363,213.15236058912967,1.902692051178837,4.997512984682393
2010-07-19,0.018620529535591346,213.19593751525693,1.9157421560673011,5.0057898033652295
2010-07-20,0.018801493719999063,213.2665733061479,1.9085315349193133,5.0020017500091
2010-07-21,0.01898245790440678,213.29434477253133,1.905795384372267,5.013317981450837
2010-07-22,0.019163422088814497,213.3319325929513,1.903652938938558,4.983562182844669
2010-07-23,0.019344386273222214,213.35459036033018,1.9051116587213839,4.986821425271169
2010-07-24,0.01952535045762993,213.37459457998474,1.8980993987950696,4.977566117577835
2010-07-25,0.01970631464203765,213.3585166783076,1.9024875640286865,5.034811389123525
2010-07-26,0.01988727882644537,213.3943413913913,1.9170084453490797,5.037927890516329
2010-07-27,0.020068243010853085,213.4094770614706,1.9038721642590382,5.02600004952066
2010-07-28,0.020249207195260802,213.53413547691713,1.8925906968881174,4.9984340147995985
2010-07-29,0.02043017137966852,213.6328032220409,1.8877591113351444,5.024542138735484
2010-07-30,0.020611135564076236,213.6720955496687,1.8833911557340661,5.017541484345008
2010-07-31,0.020792099748483957,213.653942689184,1.9033758144815254,5.0017144430035
2010-08-01,0.020973063932891674,213.61832211558482,1.9133929066816737,5.0084404272836816
2010-08-02,0.02115402811729939,213.69787926323926,1.9228361302028563,5.021434803911794
2010-08-03,0.021334992301707108,213.7310167244966,1.9201924732677222,5.034113862575985
2010-08-04,0.021515956486114825,213.7750238946662,1.9173293391998543,5.034508871037172
2010-08-05,0.021696920670522542,213.7077945953175,1.9028122850622002,5.037692673774907
2010-08-06,0.02187788485493026,213.7741665193954,1.9106296873426785,5.042333415288521
2010-08-07,0.022058849039337976,213.8168875363061,1.9155402333907663,5.0490613406010985
2010-08-08,0.022239813223745693,213.78136600208538,1.928400207037549,5.057559044519127
2010-08-09,0.02242077740815341,213.77778976171288,1.9262919099039875,5.079448099545239
2010-08-10,0.022601741592561127,213.8109756219307,1.9248741184419835,5.080576396785756
2010-08-11,0.022782705776968844,213.83359896184854,1.92657457372759,5.064240331469149
2010-08-12,0.022963669961376564,213.83899040255835,1.9354935494826608,5.061354497407068
2010-08-13,0.02314463414578428,213.85381598915507,1.920791393261686,5.076430113781767
2010-08-14,0.023325598330191998,213.8612171202447,1.9281519545990697,5.040699554614071
2010-08-15,0.023506562514599715,213.88884524584984,1.9279469989773415,5.005084510706632
2010-08-16,0.023687526699007432,213.9824198444995,1.9173606262978045,5.023450033134478
2010-08-17,0.02386849088341515,213.87408692245293,1.8965145687712637,5.053852489471504
2010-08-18,0.02404945506782287,213.88224440922744,1.8951498316524802,5.028548488771115
2010-08-19,0.024230419252230587,213.91107003029606,1.909626961485221,5.030557674187773
2010-08-20,0.024411383436638304,213.9458697297804,1.926373808152635,5.022566771929433
2010-08-21,0.02459234762104602,213.94727400071434,1.929927570259336,5.0173501696846
2010-08-22,0.024773311805453738,213.87943791159043,1.9495476268977583,5.023460789859729
2010-08-23,0.024954275989861455,213.91583768577613,1.9491182160681908,4.997603385279514
2010-08-24,0.02513524017426917,214.02220519648435,1.9586512515846186,4.975459035269665
2010-08-25,0.02531620435867689,213.96551212623854,1.9541389426955544,4.9694340118112414
2010-08-26,0.025497168543084606,214.02870352692344,1.948992954302713,4.966526499853358
2010-08-27,0.025678132727492323,214.0322772657673,1.9422178631339067,4.944007397739674
2010-08-28,0.02585909691190004,214.04921104847585,1.9216125736626635,4.959800351235458
2010-08-29,0.026040061096307757,214.01656612294065,1.9344834962621327,4.951449131773238
2010-08-30,0.026221025280715474,214.01984331432286,1.9280671718707525,4.943012779651901
2010-08-31,0.026401989465123194,214.1048455440578,1.9200527840732005,4.948665955456499
2010-09-01,0.02658295364953091,214.1539783061572,1.9082530672570737,4.946087789935149
2010-09-02,0.026763917833938628,214.2605938864277,1.906209472891711,4.962837326193265
2010-09-03,0.026944882018346345,214.3394644808766,1.9238443959973084,4.944168875437252
2010-09-04,0.027125846202754062,214.38141881482306,1.9447821845055355,4.916221143495982
2010-09-05,0.027306810387161783,214.48861554113145,1.9281735157475146,4.91002539222001
2010-09-06,0.0274877745715695,214.53056519906835,1.9246290357877518,4.91123011567871
2010-09-07,0.027668738755977217,214.5919646079082,1.914285458086815,4.88641499679676
2010-09-08,0.027849702940384934,214.5971360602315,1.9241688354989301,4.858659925562755
2010-09-09,0.02803066712479265,214.62046335102445,1.9270347709718694,4.862305881209514
2010-09-10,0.028211631309200368,214.60559215985944,1.920669077698071,4.847150269863215
2010-09-11,0.028392595493608085,214.67507135658917,1.9213948085039811,4.818100035523076
2010-09-12,0.0285735596780158,214.63615617543343,1.916620622289904,4.837406861369358
2010-09-13,0.02875452386242352,214.6952736925543,1.932763083233653,4.824770967910816
2010-09-14,0.028935488046831236,214.70574113967905,1.9382326783838135,4.847767199988123
2010-09-15,0.029116452231238953,214.78430349435243,1.944930912592978,4.848336615810312
2010-09-16,0.02929741641564667,214.841846943789,1.9182617378126487,4.854231793051418
2010-09-17,0.029478380600054387,214.95287925167133,1.9175938510243606,4.8500017981294805
2010-09-18,0.029659344784462107,215.00941798622824,1.938425960614951,4.796898553238567
2010-09-19,0.029840308968869824,214.9508159734456,1.9516872513153178,4.774162823417493
2010-09-20,0.03002127315327754,214.96746831480067,1.9332163554561148,4.771648634223118
2010-09-21,0.030202237337685258,214.92886795517094,1.930082097129279,4.7789432169689725
2010-09-22,0.030383201522092975,214.92295396305263,1.9180669024700918,4.74314973652121
2010-09-23,0.030564165706500696,215.01851538471647,1.9351779180737205,4.742077702364001
2010-09-24,0.030745129890908413,215.07039207526134,1.9376207008964794,4.71963242061972
2010-09-25,0.03092609407531613,215.0554455538324,1.929942745299165,4.724324823921513
2010-09-26,0.031107058259723847,215.0247596855104,1.9302843247345731,4.723936808207517
2010-09-27,0.031288022444131564,215.0463987901542,1.9042106694438883,4.7388068402561085
2010-09-28,0.03146898662853928,215.00557078268514,1.8933610564093224,4.760143298859859
2010-09-29,0.03126440415894099,214.99201376881533,1.8937254936675856,4.769323096845339
2010-09-30,0.031059821689342702,215.02761424239287,1.9021822473521188,4.786530968624751
2010-10-01,0.030855239219744413,215.1053798441982,1.8827691061461453,4.779524119106274
2010-10-02,0.030650656750146124,215.15581791780943,1.8789575530691212,4.835986467331617
2010-10-03,0.030446074280547835,215.06125344237952,1.8890544104543092,4.811610085401719
2010-10-04,0.030241491810949546,215.09647177883105,1.8745398772105766,4.801054969843532
2010-10-05,0.030036909341351257,215.12007345749268,1.8768317055584183,4.819082141498471
2010-10-06,0.029832326871752968,215.16076797176132,1.8774914505894784,4.83413656759569
2010-10-07,0.029627744402154675,215.26157845584387,1.8946352537930444,4.843884347978538
2010-10-08,0.02942316193255639,215.17841654200365,1.892333891861928,4.857390721138399
2010-10-09,0.029218579462958097,215.16886137074408,1.8906178858781773,4.815719578046279
2010-10-10,0.029013996993359808,215.21840668688375,1.8991674834098242,4.847505551937036
2010-10-11,0.02880941452376152,215.15932696691104,1.8859039967293307,4.843427732759703
2010-10-12,0.02860483205416323,215.25312441931374,1.883695164663822,4.86834561640512
2010-10-13,0.02840024958456494,215.29154224994875,1.879137914555417,4.827675084825761
2010-10-14,0.02819566711496665,215.35387144924093,1.8777487964283661,4.832806454895385
2010-10-15,0.027991084645368362,215.34532426616482,1.8862328609179944,4.821536409312488
2010-10-16,0.027786502175770073,215.40601245066316,1.8917744757688162,4.832978812344114
2010-10-17,0.027581919706171784,215.4794360284626,1.8842876526835295,4.839320221393491
2010-10-18,0.027377337236573495,215.51107992946945,1.8856546447168014,4.846641177343474
2010-10-19,0.027172754766975206,215.54279997410438,1.9005590608578067,4.825462343578844
2010-10-20,0.026968172297376917,215.57631713606847,1.8922454038698338,4.824322961162473
2010-10-21,0.026763589827778628,215.5531498728315,1.8936970716738037,4.820719620203885
2010-10-22,0.02655900735818034,215.5657734388195,1.8917654649044175,4.830625821038034
2010-10-23,0.02635442488858205,215.57814731219688,1.8911354147460497,4.850411760946703
2010-10-24,0.026149842418983757,215.61731700541455,1.8748288385235559,4.853421279386875
2010-10-25,0.02594525994938547,215.68730821776006,1.8889364670666777,4.827897833619104
2010-10-26,0.02574067747978718,215.65438141366116,1.881192948057796,4.83004940981044
2010-10-27,0.025536095010188893,215.66813096214517,1.8914536677593312,4.882270934378624
2010-10-28,0.0253315125405906,215.7622037395281,1.8852399016788561,4.91519104091838
2010-10-29,0.02512693007099231,215.74502432808748,1.8789848551598987,4.8557030496632265
2010-10-30,0.024922347601394022,215.72391182722296,1.8911160876645532,4.856969912737123
2010-10-31,0.024717765131795733,215.75402713681453,1.9010549336993325,4.87561230324223
2010-11-01,0.024513182662197444,215.81624639633878,1.9031415926889723,4.871965762990871
2010-11-02,0.024308600192599155,215.83681769911684,1.9107530981870355,4.862763944587993
2010-11-03,0.024104017723000866,215.92326572863868,1.9078675703844716,4.857424660286323
2010-11-04,0.023899435253402577,215.986105427767,1.9077838941072827,4.868468449995016
2010-11-05,0.023694852783804288,216.0481964311115,1.9011676501826444,4.845499050507516
2010-11-06,0.023490270314206,216.0959022561777,1.910208299675647,4.869272823539704
2010-11-07,0.02328568784460771,216.23228491119502,1.9032741663639734,4.868152963705742
2010-11-08,0.02308110537500942,216.24202682675173,1.918125729813352,4.849452478223511
2010-11-09,0.02287652290541113,216.16185071214838,1.9149673881301539,4.871939481451485
2010-11-10,0.02267194043581284,216.26206343022426,1.915172473770317,4.8410368633492515
2010-11-11,0.022467357966214553,216.25917845867642,1.9227597539768604,4.82993266140922
2010-11-12,0.02226277549661626,216.28457248089356,1.9229983981887564,4.818499160103517
2010-11-13,0.022058193027017975,216.37005001513657,1.9200193150459033,4.86137799886824
2010-11-14,0.021853610557419682,216.30993703808363,1.9197190805678184,4.847677583495451
2010-11-15,0.021649028087821397,216.26735467737834,1.9286572641033943,4.804578279085448
2010-11-16,0.021444445618223104,216.20729078052238,1.9220287418820272,4.792941976779866
2010-11-17,0.02123986314862482,216.18758396602112,1.9207663718092947,4.802052983727961
2010-11-18,0.021035280679026526,216.22956579632196,1.9208692390826694,4.817734674659634
2010-11-19,0.020830698209428237,216.2757751884626,1.929515091037946,4.863265468528489
2010-11-20,0.020626115739829948,216.30958889742902,1.9285166372992315,4.891403419948206
2010-11-21,0.02042153327023166,216.2589506032344,1.9465996282441689,4.8951618718265095
2010-11-22,0.02021695080063337,216.16344543140278,1.945034242467018,4.877333562475014
2010-11-23,0.02001236833103508,216.1861631106723,1.942657406082965,4.909814111101961
2010-11-24,0.01980778586143679,216.18257430899038,1.9409470848667878,4.9024428400954365
2010-11-25,0.019603203391838502,216.2255435975762,1.9277806705802076,4.889279695371145
2010-11-26,0.019398620922240213,216.2806412788873,1.9174134021126208,4.880938219328063
2010-11-27,0.01919403845264192,216.30755335049022,1.91210673321523,4.855892454550127
2010-11-28,0.018989455983043635,216.365560004759,1.9234650317037312,4.846592052726708
2010-11-29,0.018784873513445342,216.39702057346477,1.923133771110111,4.841929886127139
2010-11-30,0.018580291043847057,216.44352380874483,1.918287329213954,4.856543018243381
2010-12-01,0.018375708574248764,216.42829014560132,1.93055267667002,4.848781251541361
2010-12-02,0.01817112610465048,216.43930957490977,1.9460644479989426,4.823432066704591
2010-12-03,0.017966543635052186,216.46914837974262,1.9586182726080201,4.791356623599457
2010-12-04,0.0177619611654539,216.5301748035135,1.9500873726356687,4.795548018549919
2010-12-05,0.017557378695855608,216.53048774490225,1.9451348864337321,4.797000535619303
2010-12-06,0.01735279622625732,216.57654610768887,1.9632722471368793,4.785914281395041
2010-12-07,0.01714821375665903,216.58325416809308,1.9656836440568795,4.776565152185198
